Dates,Power Station,Monitored Cap.(MW),Total Cap. Under Maintenace (MW),Planned Maintanence (MW),Forced Maintanence(MW),Other Reasons (MW),Programme or Expected(MU),Actual(MU),Excess(+) / Shortfall (-),Deviation
2018-01-12,MEL,300,300,0,300,0,1,0,-1.74,0
2018-01-12,NLC,2990,260,210,50,0,58,49,-8.82,0
2018-01-12,NPCIL,3320,440,0,440,0,45,65,20.53,0
2018-01-12,NTECL,1500,500,0,500,0,26,18,-7.55,0
2018-01-12,NTPC Ltd.,6559.58,1000,500,500,0,105,102,-2.29,0
2018-01-12,NTPL,1000,0,0,0,0,18,18,-0.17,0
2018-01-12,PENNA,52.8,0,0,0,0,0,1,0.25,0
2018-01-12,PPNPGCL,330.5,0,0,0,0,0,0,-0.58,0
2018-01-12,SAMALPATI,105.7,0,0,0,0,0,0,0,0
2018-01-12,SEPL,600,600,0,600,0,5,0,-5.81,0
2018-01-12,SGPL,1320,660,0,660,0,10,15,4.43,0
2018-01-12,SPGL,208,47,0,0,0,2,2,0.06,0
2018-01-12,ST-CMSECP,250,0,0,0,0,4,4,0.04,0
2018-01-12,TPCIL,1320,0,0,0,0,22,25,3.15,0
2018-01-12,UPCL,1200,0,0,0,0,23,24,1.06,0
2018-01-12,VASAVI,200,0,0,0,0,0,0,0,0
2018-01-12,VEMAGIRI,370,0,0,0,0,1,0,-1.1,0
2018-01-12,Andaman & Nicobar Islands,40.05,0,0,0,0,0,0,-0.31,0
2018-01-12,Bihar,210,210,105,105,0,1,0,-1.16,0
2018-01-12,Jharkhand,550,210,0,210,0,6,5,-1.49,0
2018-01-12,Odisha,2562.25,401,191,210,0,18,18,-0.46,0
2018-01-12,Sikkim,1200,200,200,0,0,5,3,-1.68,0
2018-01-12,West Bengal,6586,2230.5,210,1999,0,76,69,-7.2,0
2018-01-12,ADHUNIK,540,270,0,270,0,9,6,-2.91,0
2018-01-12,BRBCL,500,250,0,250,0,9,3,-5.53,0
2018-01-12,CESC,1125,625,0,625,0,16,12,-3.61,0
2018-01-12,CPL,0,0,0,0,0,0,0,0,0
2018-01-12,DEPL,193,0,0,0,0,0,0,0.23,0
2018-01-12,DPSCLTD,0,0,0,0,0,0,0,0,0
2018-01-12,DVC,7233.2,2450,0,2450,0,98,104,6.09,0
2018-01-12,GISL,110,55,0,0,0,0,0,-0.1,0
2018-01-12,GMR ENERG,1050,700,0,700,0,16,8,-8.47,0
2018-01-12,HEL,600,0,0,0,0,11,12,0.89,0
2018-01-12,IBPIL,350,350,0,350,0,0,0,0,0
2018-01-12,ICCL,0,0,0,0,0,0,1,0.25,0
2018-01-12,IEL,150,150,0,150,0,0,0,0,0
2018-01-12,JITPL,1200,600,0,600,0,18,10,-7.39,0
2018-01-12,K.B.U.N.L,610,500,0,500,0,4,4,-0.52,0
2018-01-12,MPL,1050,0,0,0,0,21,23,2.1,0
2018-01-12,NALCO,0,0,0,0,0,0,0,-0.07,0
2018-01-12,NHPC,862,413,243,0,0,1,4,3.19,0
2018-01-12,NPGCPL,0,0,0,0,0,0,0,0,0
2018-01-12,NTPC Ltd.,9220,1060,60,1000,0,181,185,3.99,0
2018-01-12,PVUNL,0,455,0,455,0,2,0,-2.52,0
2018-01-12,SEL,1200,2400,0,2400,0,8,0,-8.23,0
2018-01-12,SKPPPL,96,0,0,0,0,0,0,0.26,0
2018-01-12,TATA PCL,240,0,0,0,0,4,5,0.72,0
2018-01-12,Assam,388.45,50,0,0,0,3,2,-0.33,0
2018-01-12,Manipur,36,0,0,0,0,0,0,0,0
2018-01-12,Meghalaya,322,29,9,20,0,1,1,0.22,0
2018-01-12,Tripura,169.5,16,0,0,0,1,1,-0.08,0
2018-01-12,NEEPCO.,1342,121,75,25,0,15,12,-2.98,0
2018-01-12,NHPC,105,0,0,0,0,1,2,0.94,0
2018-01-12,NTPC Ltd.,500,0,0,0,0,7,7,0.76,0
2018-01-12,ONGC,726.6,0,0,0,0,12,12,-0.28,0
2018-01-13,Delhi,2235.4,135,0,135,0,13,16,2.66,0
2018-01-13,Haryana,2720,1520,0,1520,0,28,30,1.37,0
2018-01-13,Himachal Pradesh,3378,1019.5,261.5,231,0,17,22,5.39,0
2018-01-13,Jammu and Kashmir,1285,150,0,0,0,4,3,-1.02,0
2018-01-13,Punjab,3826.3,1930,585,1330,0,33,34,0.97,0
2018-01-13,Rajasthan,6864.8,2353,910,905,0,95,98,3.64,0
2018-01-13,Uttarakhand,1252.15,452.5,137.25,77,0,8,9,1.15,0
2018-01-13,Uttar Pradesh,6274.6,2540.2,511,2029.2,0,98,84,-13.45,0
2018-01-13,ADHPL,192,96,96,0,0,0,0,-0.27,0
2018-01-13,AHPC (GVK),330,0,0,0,0,1,1,-0.24,0
2018-01-13,APCPL,1500,500,0,500,0,15,14,-0.39,0
2018-01-13,APL,1320,1320,0,1320,0,22,11,-11.57,0
2018-01-13,BEPL,450,450,45,405,0,6,0,-6.5,0
2018-01-13,DAE,100,100,0,100,0,0,0,0,0
2018-01-13,E.P.P.L.,100,0,0,0,0,0,0,0.14,0
2018-01-13,GBHPPL,70,35,35,0,0,0,0,-0.01,0
2018-01-13,GIPL,225,0,0,0,0,1,0,-1.1,0
2018-01-13,GPGSL (GVK),540,540,0,540,0,4,0,-4.06,0
2018-01-13,HBPCL,1300,0,0,0,0,4,4,-0.03,0
2018-01-13,HSPCL,0,0,0,0,0,0,0,0,0
2018-01-13,IAEPL,36,0,0,0,0,0,0,0.82,0
2018-01-13,JhPL(HR),1320,0,0,0,0,12,25,13.09,0
2018-01-13,JPPVL,400,0,0,0,0,1,1,0.22,0
2018-01-13,LAPPL,1200,0,0,0,0,22,28,6.08,0
2018-01-13,LPGCL,1980,660,0,660,0,22,19,-3.02,0
2018-01-13,MPCL,86,0,0,0,0,0,0,0.03,0
2018-01-13,MUNPL,0,0,0,0,0,0,0,0,0
2018-01-13,NDPL,108,108,0,0,0,0,0,0,0
2018-01-13,NHPC,4154.2,1505.8,717.4,252,0,17,15,-2.87,0
2018-01-13,NLC,250,0,0,0,0,4,5,1.32,0
2018-01-13,NPCIL,1520,220,220,0,0,30,32,1.87,0
2018-01-13,NPL,1400,0,0,0,0,22,28,5.06,0
2018-01-13,NTPC Ltd.,12659.06,2864.66,0,1205,0,180,197,17.21,0
2018-01-13,NTPGPL,0,0,0,0,0,0,0,-0.32,0
2018-01-13,PPGCL (Jaypee),1980,660,0,660,0,12,26,14.01,0
2018-01-13,RPSCL,1200,0,0,0,0,9,22,13.07,0
2018-01-13,RWPL (JSW),1080,135,0,135,0,20,23,3.45,0
2018-01-13,SJVNL,1912.02,68.67,68.67,0,0,8,7,-0.07,0
2018-01-13,SrEPL,225,0,0,0,0,1,0,-1.1,0
2018-01-13,THDC,1400,0,0,0,0,12,12,0.07,0
2018-01-13,TSPL,1980,0,0,0,0,18,27,9.22,0
2018-01-13,Chhatisgarh,3400,220,0,220,0,48,66,17.86,0
2018-01-13,Gujarat,8917.82,2048,410,585,0,58,94,35.4,0
2018-01-13,Madhya Pradesh,4955,435,15,420,0,61,75,13.91,0
2018-01-13,Maharashtra,13248,3893,710,3075,0,159,137,-22.34,0
2018-01-13,ACB,325,25,0,25,0,3,7,4.15,0
2018-01-13,AMNEPL,246,246,0,246,0,0,0,0,0
2018-01-13,APL,7920,2640,0,2640,0,136,108,-27.88,0
2018-01-13,BALCO,600,300,0,300,0,8,6,-1.7,0
2018-01-13,BLAPPL,45,45,0,45,0,0,0,-0.68,0
2018-01-13,CGPL,4000,0,0,0,0,48,95,46.79,0
2018-01-13,CLPINDIA,655,0,0,0,0,0,0,-0.55,0
2018-01-13,DBPCL,1200,0,0,0,0,17,23,5.33,0
2018-01-13,DIPL,600,300,0,300,0,4,6,2.26,0
2018-01-13,DLHP,34,0,0,0,0,0,0,-0.1,0
2018-01-13,EPGL,1200,1200,0,1200,0,15,0,-15.36,0
2018-01-13,ESSAR,515,515,0,0,0,0,0,0,0
2018-01-13,ESSARPMPL,600,0,0,0,0,7,8,0.67,0
2018-01-13,GCEL,1370,1370,0,1370,0,4,0,-4.38,0
2018-01-13,GEPL,120,120,0,120,0,0,0,0,0
2018-01-13,GIPCL,660,160,0,0,0,11,11,0.13,0
2018-01-13,GMR ENERG,600,0,0,0,0,9,13,4.41,0
2018-01-13,IEPL,270,270,0,270,0,0,0,0,0
2018-01-13,JHAPL,600,0,0,0,0,4,9,5.85,0
2018-01-13,JPL,3400,1700,0,1700,0,24,33,9.2,0
2018-01-13,JPPVL,1820,0,0,0,0,26,30,4.09,0
2018-01-13,JSWEL,1200,300,0,300,0,20,19,-1.21,0
2018-01-13,KWPCL,600,600,0,600,0,6,0,-6.84,0
2018-01-13,LANCO,600,0,0,0,0,15,14,-1.16,0
2018-01-13,LVTPL,0,0,0,0,0,0,0,0,0
2018-01-13,MBPMPL,1200,600,0,600,0,12,8,-3.78,0
2018-01-13,MCCPL,300,0,0,0,0,4,7,3.17,0
2018-01-13,NHDC,1520,0,0,0,0,9,1,-7.59,0
2018-01-13,NPCIL,1840,760,760,0,0,25,26,0.93,0
2018-01-13,NSPCL,500,0,0,0,0,10,11,0.76,0
2018-01-13,NTPC Ltd.,14633.59,1838,200,1320,0,232,278,46.02,0
2018-01-13,PGPL,388,388,0,0,0,1,0,-1.39,0
2018-01-13,RATTANINDIA,2700,1620,0,1620,0,7,20,13.45,0
2018-01-13,RELIANCE,48,0,0,0,0,0,0,0,0
2018-01-13,RGPPL,2220,1220,0,0,0,11,12,0.95,0
2018-01-13,RIL (DAHANU),500,250,250,0,0,10,6,-4.91,0
2018-01-13,RKMPPL,1080,1080,0,1080,0,5,0,-5.07,0
2018-01-13,SCPL,100,50,0,50,0,1,0,-0.34,0
2018-01-13,SKS,300,300,0,300,0,2,0,-2.23,0
2018-01-13,SMHPCL,0,0,0,0,0,0,0,0,0
2018-01-13,SPL,3960,660,0,660,0,82,85,3.8,0
2018-01-13,SPPL,150,150,0,150,0,0,0,0,0
2018-01-13,SVPPL,63,63,0,63,0,0,0,-0.87,0
2018-01-13,TATA MAH.,447,0,0,0,0,4,6,2.45,0
2018-01-13,TATA PCL,1430,1250,500,750,0,18,4,-13.67,0
2018-01-13,TOR. POW. (SUGEN),1147.5,0,0,0,0,11,14,2.98,0
2018-01-13,TOR. POW. (UNOSUGEN),2004.5,1260,0,60,0,6,8,1.36,0
2018-01-13,TRNE,600,0,0,0,0,8,13,4.97,0
2018-01-13,VESPL,35,35,0,35,0,0,0,0,0
2018-01-13,VIP,600,0,0,0,0,11,10,-0.07,0
2018-01-13,VVL,135,135,0,135,0,0,0,0,0
2018-01-13,WPCL,1740,270,0,270,0,20,25,4.45,0
2018-01-13,Andhra Pradesh,5795.4,1152.8,0,1010,0,86,74,-11.94,0
2018-01-13,Karnataka,8805.32,2919.5,249.5,2670,0,103,65,-38.24,0
2018-01-13,Kerala,2041.46,527.5,429.5,86,0,11,12,0.66,0
2018-01-13,Puducherry,32.5,0,0,0,0,0,0,0.05,0
2018-01-13,Tamil Nadu,7037.28,1305,600,660,0,88,77,-10.94,0
2018-01-13,Telangana,6918.1,352,120,175,0,76,95,19.63,0
2018-01-13,ABAN POWR,119.8,0,0,0,0,1,1,0.14,0
2018-01-13,APGPCL,272,0,0,0,0,1,1,0.27,0
2018-01-13,BELLARY,25.2,0,0,0,0,0,0,0,0
2018-01-13,BSES(C),174,174,0,0,0,0,0,0,0
2018-01-13,BSES(P),220,0,0,0,0,0,0,0,0
2018-01-13,CEPL,1200,600,0,600,0,12,7,-4.53,0
2018-01-13,GAUTAMI,464,464,0,0,0,0,0,0,0
2018-01-13,GMR ENERG,220,220,0,0,0,0,0,0,0
2018-01-13,GREL,768,0,0,0,0,1,0,-1.77,0
2018-01-13,GVKP&IL,220,220,0,0,0,0,0,-0.32,0
2018-01-13,HNPC,1040,520,0,520,0,11,9,-2.17,0
2018-01-13,IBPIL,300,300,0,300,0,0,0,0,0
2018-01-13,ITPCL,1200,600,0,600,0,10,12,1.73,0
2018-01-13,JSWEL,860,300,0,300,0,11,10,-0.95,0
2018-01-13,KONA,445,445,0,0,0,0,0,0,0
2018-01-13,KONDAPALI,1458,0,0,0,0,6,3,-2.97,0
2018-01-13,LVS POWER,36.8,0,0,0,0,0,0,0,0
2018-01-13,MADURAI P,106,0,0,0,0,0,0,0,0
2018-01-13,MEL,300,300,0,300,0,1,0,-1.74,0
2018-01-13,NLC,2990,360,210,150,0,58,52,-5.59,0
2018-01-13,NPCIL,3320,220,0,220,0,45,68,23.17,0
2018-01-13,NTECL,1500,500,0,500,0,26,18,-7.62,0
2018-01-13,NTPC Ltd.,6559.58,1800,500,1300,0,105,92,-12.45,0
2018-01-13,NTPL,1000,0,0,0,0,18,17,-0.81,0
2018-01-13,PENNA,52.8,0,0,0,0,0,1,0.26,0
2018-01-13,PPNPGCL,330.5,0,0,0,0,0,0,-0.58,0
2018-01-13,SAMALPATI,105.7,0,0,0,0,0,0,0,0
2018-01-13,SEPL,600,600,0,600,0,5,0,-5.81,0
2018-01-13,SGPL,1320,660,0,660,0,10,13,2.6,0
2018-01-13,SPGL,208,47,0,0,0,2,2,0.06,0
2018-01-13,ST-CMSECP,250,0,0,0,0,4,4,-0.35,0
2018-01-13,TPCIL,1320,0,0,0,0,22,26,4.46,0
2018-01-13,UPCL,1200,0,0,0,0,23,25,1.18,0
2018-01-13,VASAVI,200,0,0,0,0,0,0,0,0
2018-01-13,VEMAGIRI,370,0,0,0,0,1,0,-1.1,0
2018-01-13,Andaman & Nicobar Islands,40.05,0,0,0,0,0,0,-0.31,0
2018-01-13,Bihar,210,210,105,105,0,1,0,-1.16,0
2018-01-13,Jharkhand,550,210,0,210,0,6,4,-1.76,0
2018-01-13,Odisha,2562.25,401,191,210,0,18,18,-0.32,0
2018-01-13,Sikkim,1200,200,200,0,0,5,5,0.56,0
2018-01-13,West Bengal,6586,2230.5,210,1999,0,76,70,-6.87,0
2018-01-13,ADHUNIK,540,270,0,270,0,9,6,-2.91,0
2018-01-13,BRBCL,500,250,0,250,0,9,3,-5.47,0
2018-01-13,CESC,1125,375,0,375,0,16,16,-0.28,0
2018-01-13,CPL,0,0,0,0,0,0,0,0,0
2018-01-13,DEPL,193,0,0,0,0,0,0,0.17,0
2018-01-13,DPSCLTD,0,0,0,0,0,0,0,0,0
2018-01-13,DVC,7233.2,1950,0,1950,0,98,115,17.25,0
2018-01-13,GISL,110,55,0,0,0,0,0,-0.1,0
2018-01-13,GMR ENERG,1050,700,0,700,0,16,8,-8.47,0
2018-01-13,HEL,600,0,0,0,0,11,12,0.33,0
2018-01-13,IBPIL,350,350,0,350,0,0,0,0,0
2018-01-13,ICCL,0,0,0,0,0,0,1,0.25,0
2018-01-13,IEL,150,150,0,150,0,0,0,0,0
2018-01-13,JITPL,1200,600,0,600,0,18,10,-7.39,0
2018-01-13,K.B.U.N.L,610,500,0,500,0,4,4,-0.6,0
2018-01-13,MPL,1050,0,0,0,0,21,23,1.89,0
2018-01-13,NALCO,0,0,0,0,0,0,0,-0.07,0
2018-01-13,NHPC,862,413,243,0,0,1,5,3.22,0
2018-01-13,NPGCPL,0,0,0,0,0,0,0,0,0
2018-01-13,NTPC Ltd.,9220,560,60,500,0,181,191,9.35,0
2018-01-13,PVUNL,0,455,0,455,0,2,0,-2.52,0
2018-01-13,SEL,1200,2400,0,2400,0,8,0,-8.23,0
2018-01-13,SKPPPL,96,0,0,0,0,0,0,0.26,0
2018-01-13,TATA PCL,240,0,0,0,0,4,4,0.35,0
2018-01-13,Assam,388.45,50,0,0,0,3,3,-0.23,0
2018-01-13,Manipur,36,0,0,0,0,0,0,0,0
2018-01-13,Meghalaya,322,29,9,20,0,1,1,0.22,0
2018-01-13,Tripura,169.5,16,0,0,0,1,1,0,0
2018-01-13,NEEPCO.,1342,121,75,25,0,15,12,-2.7,0
2018-01-13,NHPC,105,0,0,0,0,1,2,0.81,0
2018-01-13,NTPC Ltd.,500,0,0,0,0,7,7,0.32,0
2018-01-13,ONGC,726.6,0,0,0,0,12,12,-0.28,0
2018-01-14,Delhi,2235.4,135,0,135,0,13,16,2.67,0
2018-01-14,Haryana,2720,1520,0,1520,0,28,21,-7.7,0
2018-01-14,Himachal Pradesh,3378,1019.5,261.5,231,0,17,22,5.51,0
2018-01-14,Jammu and Kashmir,1285,150,0,0,0,4,3,-1.03,0
2018-01-14,Punjab,3826.3,1930,585,1330,0,33,29,-3.78,0
2018-01-14,Rajasthan,6864.8,2058,910,655,0,95,102,7.75,0
2018-01-14,Uttarakhand,1252.15,452.5,137.25,77,0,8,8,0.65,0
2018-01-14,Uttar Pradesh,6274.6,1790.2,511,1279.2,0,98,84,-13.65,0
2018-01-14,ADHPL,192,96,96,0,0,0,0,-0.27,0
2018-01-14,AHPC (GVK),330,0,0,0,0,1,1,-0.03,0
2018-01-14,APCPL,1500,500,0,500,0,15,15,-0.11,0
2018-01-14,APL,1320,1320,0,1320,0,22,0,-22.97,0
2018-01-14,BEPL,450,450,45,405,0,6,0,-6.5,0
2018-01-14,DAE,100,100,0,100,0,0,0,0,0
2018-01-14,E.P.P.L.,100,0,0,0,0,0,0,0.14,0
2018-01-14,GBHPPL,70,35,35,0,0,0,0,-0.01,0
2018-01-14,GIPL,225,0,0,0,0,1,0,-1.1,0
2018-01-14,GPGSL (GVK),540,540,0,540,0,4,0,-4.06,0
2018-01-14,HBPCL,1300,0,0,0,0,4,4,-0.31,0
2018-01-14,HSPCL,0,0,0,0,0,0,0,0,0
2018-01-14,IAEPL,36,0,0,0,0,0,0,0.08,0
2018-01-14,JhPL(HR),1320,0,0,0,0,12,22,10.17,0
2018-01-14,JPPVL,400,0,0,0,0,1,1,0.22,0
2018-01-14,LAPPL,1200,0,0,0,0,22,28,6.03,0
2018-01-14,LPGCL,1980,660,0,660,0,22,18,-3.54,0
2018-01-14,MPCL,86,0,0,0,0,0,0,-0.01,0
2018-01-14,MUNPL,0,0,0,0,0,0,0,0,0
2018-01-14,NDPL,108,108,0,0,0,0,0,0,0
2018-01-14,NHPC,4154.2,1357.8,794.4,141,0,17,14,-2.91,0
2018-01-14,NLC,250,0,0,0,0,4,6,1.52,0
2018-01-14,NPCIL,1520,220,220,0,0,30,32,1.86,0
2018-01-14,NPL,1400,0,0,0,0,22,27,4.85,0
2018-01-14,NTPC Ltd.,12659.06,2864.66,0,1205,0,180,185,5.42,0
2018-01-14,NTPGPL,0,0,0,0,0,0,0,-0.32,0
2018-01-14,PPGCL (Jaypee),1980,660,0,660,0,12,23,11.08,0
2018-01-14,RPSCL,1200,0,0,0,0,9,21,12.08,0
2018-01-14,RWPL (JSW),1080,135,0,135,0,20,22,2.06,0
2018-01-14,SJVNL,1912.02,0,0,0,0,8,7,-0.13,0
2018-01-14,SrEPL,225,0,0,0,0,1,0,-1.1,0
2018-01-14,THDC,1400,0,0,0,0,12,12,0.11,0
2018-01-14,TSPL,1980,0,0,0,0,18,27,9.49,0
2018-01-14,Chhatisgarh,3400,220,0,220,0,48,66,17.43,0
2018-01-14,Gujarat,8917.82,2188,410,725,0,58,78,19.31,0
2018-01-14,Madhya Pradesh,4955,225,15,210,0,61,73,11.32,0
2018-01-14,Maharashtra,13248,4103,710,3285,0,159,139,-20.05,0
2018-01-14,ACB,325,25,0,25,0,3,7,4.18,0
2018-01-14,AMNEPL,246,246,0,246,0,0,0,0,0
2018-01-14,APL,7920,2640,0,2640,0,136,98,-37.95,0
2018-01-14,BALCO,600,300,0,300,0,8,6,-1.64,0
2018-01-14,BLAPPL,45,45,0,45,0,0,0,-0.68,0
2018-01-14,CGPL,4000,800,0,800,0,48,78,29.99,0
2018-01-14,CLPINDIA,655,0,0,0,0,0,0,-0.55,0
2018-01-14,DBPCL,1200,0,0,0,0,17,19,1.98,0
2018-01-14,DIPL,600,300,0,300,0,4,6,1.76,0
2018-01-14,DLHP,34,0,0,0,0,0,0,-0.1,0
2018-01-14,EPGL,1200,1200,0,1200,0,15,0,-15.36,0
2018-01-14,ESSAR,515,515,0,0,0,0,0,0,0
2018-01-14,ESSARPMPL,600,0,0,0,0,7,8,0.67,0
2018-01-14,GCEL,1370,1370,0,1370,0,4,0,-4.38,0
2018-01-14,GEPL,120,120,0,120,0,0,0,0,0
2018-01-14,GIPCL,660,160,0,0,0,11,10,-0.72,0
2018-01-14,GMR ENERG,600,0,0,0,0,9,13,4.21,0
2018-01-14,IEPL,270,270,0,270,0,0,0,0,0
2018-01-14,JHAPL,600,0,0,0,0,4,8,4.59,0
2018-01-14,JPL,3400,1700,0,1700,0,24,32,7.81,0
2018-01-14,JPPVL,1820,0,0,0,0,26,25,-0.44,0
2018-01-14,JSWEL,1200,300,0,300,0,20,17,-2.32,0
2018-01-14,KWPCL,600,600,0,600,0,6,0,-6.84,0
2018-01-14,LANCO,600,0,0,0,0,15,13,-1.47,0
2018-01-14,LVTPL,0,0,0,0,0,0,0,0,0
2018-01-14,MBPMPL,1200,600,0,600,0,12,12,-0.17,0
2018-01-14,MCCPL,300,0,0,0,0,4,7,3.2,0
2018-01-14,NHDC,1520,0,0,0,0,9,3,-5.66,0
2018-01-14,NPCIL,1840,760,760,0,0,25,26,0.93,0
2018-01-14,NSPCL,500,0,0,0,0,10,9,-0.29,0
2018-01-14,NTPC Ltd.,14633.59,1178,200,660,0,232,274,42.3,0
2018-01-14,PGPL,388,388,0,0,0,1,0,-1.39,0
2018-01-14,RATTANINDIA,2700,1620,0,1620,0,7,22,15.35,0
2018-01-14,RELIANCE,48,0,0,0,0,0,0,0,0
2018-01-14,RGPPL,2220,1220,0,0,0,11,12,0.47,0
2018-01-14,RIL (DAHANU),500,250,250,0,0,10,5,-5.13,0
2018-01-14,RKMPPL,1080,1080,0,1080,0,5,0,-5.07,0
2018-01-14,SCPL,100,50,0,50,0,1,1,0.08,0
2018-01-14,SKS,300,300,0,300,0,2,0,-2.23,0
2018-01-14,SMHPCL,0,0,0,0,0,0,0,0,0
2018-01-14,SPL,3960,660,0,660,0,82,80,-1.98,0
2018-01-14,SPPL,150,150,0,150,0,0,0,0,0
2018-01-14,SVPPL,63,63,0,63,0,0,0,-0.87,0
2018-01-14,TATA MAH.,447,0,0,0,0,4,4,0.71,0
2018-01-14,TATA PCL,1430,1250,500,750,0,18,5,-12.37,0
2018-01-14,TOR. POW. (SUGEN),1147.5,0,0,0,0,11,6,-5.35,0
2018-01-14,TOR. POW. (UNOSUGEN),2004.5,1381,0,181,0,6,5,-0.72,0
2018-01-14,TRNE,600,0,0,0,0,8,13,5,0
2018-01-14,VESPL,35,35,0,35,0,0,0,0,0
2018-01-14,VIP,600,0,0,0,0,11,10,-0.97,0
2018-01-14,VVL,135,135,0,135,0,0,0,0,0
2018-01-14,WPCL,1740,270,0,270,0,20,23,3.07,0
2018-01-14,Andhra Pradesh,5795.4,1152.8,0,1010,0,86,73,-13.4,0
2018-01-14,Karnataka,8805.32,2919.5,249.5,2670,0,103,55,-48.17,0
2018-01-14,Kerala,2041.46,660,379.5,243.5,0,11,10,-1.4,0
2018-01-14,Puducherry,32.5,0,0,0,0,0,0,0.05,0
2018-01-14,Tamil Nadu,7037.28,1725,600,1080,0,88,62,-25.82,0
2018-01-14,Telangana,6918.1,352,120,175,0,76,92,16.56,0
2018-01-14,ABAN POWR,119.8,0,0,0,0,1,1,0.26,0
2018-01-14,APGPCL,272,0,0,0,0,1,1,0.12,0
2018-01-14,BELLARY,25.2,0,0,0,0,0,0,0,0
2018-01-14,BSES(C),174,174,0,0,0,0,0,0,0
2018-01-14,BSES(P),220,0,0,0,0,0,0,0,0
2018-01-14,CEPL,1200,600,0,600,0,12,7,-4.64,0
2018-01-14,GAUTAMI,464,464,0,0,0,0,0,0,0
2018-01-14,GMR ENERG,220,220,0,0,0,0,0,0,0
2018-01-14,GREL,768,0,0,0,0,1,0,-1.77,0
2018-01-14,GVKP&IL,220,220,0,0,0,0,0,-0.32,0
2018-01-14,HNPC,1040,520,0,520,0,11,8,-2.83,0
2018-01-14,IBPIL,300,300,0,300,0,0,0,0,0
2018-01-14,ITPCL,1200,600,0,600,0,10,6,-4.26,0
2018-01-14,JSWEL,860,300,0,300,0,11,9,-2.71,0
2018-01-14,KONA,445,445,0,0,0,0,0,0,0
2018-01-14,KONDAPALI,1458,0,0,0,0,6,3,-3.09,0
2018-01-14,LVS POWER,36.8,0,0,0,0,0,0,0,0
2018-01-14,MADURAI P,106,0,0,0,0,0,0,0,0
2018-01-14,MEL,300,300,0,300,0,1,0,-1.74,0
2018-01-14,NLC,2990,260,210,50,0,58,48,-9.82,0
2018-01-14,NPCIL,3320,220,0,220,0,45,70,25.54,0
2018-01-14,NTECL,1500,500,0,500,0,26,14,-11.76,0
2018-01-14,NTPC Ltd.,6559.58,1800,500,1300,0,105,77,-27.33,0
2018-01-14,NTPL,1000,0,0,0,0,18,14,-4.69,0
2018-01-14,PENNA,52.8,0,0,0,0,0,1,0.26,0
2018-01-14,PPNPGCL,330.5,0,0,0,0,0,0,-0.58,0
2018-01-14,SAMALPATI,105.7,0,0,0,0,0,0,0,0
2018-01-14,SEPL,600,600,0,600,0,5,0,-5.81,0
2018-01-14,SGPL,1320,660,0,660,0,10,12,2.33,0
2018-01-14,SPGL,208,47,0,0,0,2,2,-0.03,0
2018-01-14,ST-CMSECP,250,250,0,250,0,4,0,-4.35,0
2018-01-14,TPCIL,1320,0,0,0,0,22,20,-1.74,0
2018-01-14,UPCL,1200,600,0,600,0,23,16,-7.79,0
2018-01-14,VASAVI,200,0,0,0,0,0,0,0,0
2018-01-14,VEMAGIRI,370,0,0,0,0,1,0,-1.1,0
2018-01-14,Andaman & Nicobar Islands,40.05,0,0,0,0,0,0,-0.31,0
2018-01-14,Bihar,210,210,105,105,0,1,0,-1.16,0
2018-01-14,Jharkhand,550,210,0,210,0,6,4,-2.25,0
2018-01-14,Odisha,2562.25,401,191,210,0,18,17,-1.13,0
2018-01-14,Sikkim,1200,200,200,0,0,5,4,-1.18,0
2018-01-14,West Bengal,6586,2230.5,210,1999,0,76,70,-6.39,0
2018-01-14,ADHUNIK,540,270,0,270,0,9,6,-2.91,0
2018-01-14,BRBCL,500,250,0,250,0,9,3,-5.45,0
2018-01-14,CESC,1125,375,0,375,0,16,15,-0.75,0
2018-01-14,CPL,0,0,0,0,0,0,0,0,0
2018-01-14,DEPL,193,0,0,0,0,0,0,0.23,0
2018-01-14,DPSCLTD,0,0,0,0,0,0,0,0,0
2018-01-14,DVC,7233.2,1950,0,1950,0,98,113,15.84,0
2018-01-14,GISL,110,55,0,0,0,0,0,-0.24,0
2018-01-14,GMR ENERG,1050,700,0,700,0,16,8,-8.47,0
2018-01-14,HEL,600,0,0,0,0,11,12,0.34,0
2018-01-14,IBPIL,350,350,0,350,0,0,0,0,0
2018-01-14,ICCL,0,0,0,0,0,0,1,0.25,0
2018-01-14,IEL,150,150,0,150,0,0,0,0,0
2018-01-14,JITPL,1200,600,0,600,0,18,10,-7.98,0
2018-01-14,K.B.U.N.L,610,500,0,500,0,4,2,-1.93,0
2018-01-14,MPL,1050,0,0,0,0,21,14,-6.28,0
2018-01-14,NALCO,0,0,0,0,0,0,0,-0.07,0
2018-01-14,NHPC,862,243,243,0,0,1,4,2.28,0
2018-01-14,NPGCPL,0,0,0,0,0,0,0,0,0
2018-01-14,NTPC Ltd.,9220,500,0,500,0,181,188,6.86,0
2018-01-14,PVUNL,0,455,0,455,0,2,0,-2.52,0
2018-01-14,SEL,1200,2400,0,2400,0,8,0,-8.23,0
2018-01-14,SKPPPL,96,0,0,0,0,0,0,0.26,0
2018-01-14,TATA PCL,240,0,0,0,0,4,4,0.11,0
2018-01-14,Assam,388.45,50,0,0,0,3,3,-0.14,0
2018-01-14,Manipur,36,0,0,0,0,0,0,0,0
